patent_id,score
4339986,0.4694709766393489
4399079,0.4932501721873656
4290781,0.4893410847770755
4301433,0.4966267559939226
4148799,0.5262601089805268
4195552,0.4774109880355872
4086204,0.490095547721156
4215015,0.4846247154057351
4067452,0.4870830865031482
4030528,0.48473906752940693
4372044,0.5345724468286086
4137802,0.442551253991993
4025446,0.5623033052688827
4292589,0.4644161947464697
4360712,0.4962105520032495
4155380,0.5029632802908991
4309418,0.4923807872342346
4206452,0.4779595777305786
4522468,0.5195862660398679
3967732,0.5576303476404997
4228657,0.49297283313848517
4345964,0.484364894887041
4017888,0.49820249383617793
4411978,0.520407179506552
3992298,0.47626814743089607
4047805,0.5781085284320644
4217235,0.5301558138573331
4098992,0.45921435834351965
4044197,0.519895027337964
4134399,0.5112455754145563
4285228,0.5304539358350653
4301017,0.5431109710371528
4247413,0.5195835874182118
3993548,0.5417047024017412
4132614,0.5101307151244973
4053530,0.6190485649759702
4057144,0.49951744860669045
4327618,0.5642511548820025
4217493,0.5222586573143305
4384739,0.5011236768938462
4333607,0.4548395692266313
4245330,0.5029033006785302
3985798,0.5499062853474506
4091171,0.49680314342733584
4257101,0.4741869805228553
4059558,0.5501870089471055
4002354,0.5058656242337151
4102852,0.48277803967524024
4007665,0.4977442437775902
4316317,0.504893893147538
4010885,0.4792688171655896
4333981,0.47106770776258894
4355340,0.4755069937547988
4008665,0.5062954108965613
4033218,0.4752514261550384
4334568,0.5153364913765879
3990762,0.47675117450810534
4184113,0.5302777998842231
4043860,0.5209981176192667
4354231,0.5109678094038113
4406948,0.43544458453932194
3960191,0.4863347889314639
3979779,0.42406552617919197
4316203,0.5361744665497049
4078733,0.48546622813655166
4080469,0.5287560635479095
4287937,0.5013635886982611
4169243,0.5454858078538386
4458132,0.45443414408602384
4378807,0.5058213124540971
4104361,0.5460795327058774
4006564,0.5257754067999648
4192192,0.5203416727256853
D243974,0.4708321412800554
4152386,0.5049594045444843
4273209,0.4663014238243977
3998474,0.4652415175395597
4265209,0.4776274761866039
4160666,0.5189636983533518
4281412,0.43872910720621966
4054879,0.49903400045323615
4134449,0.461803578383123
4043919,0.5032750458811653
4391282,0.42275198904918015
4207379,0.5064931423901797
4299998,0.5345148008489078
4117863,0.5133551537006944
4079556,0.4916960247290338
4111443,0.5039137016079591
3976055,0.4696262813468048
4021787,0.5304220455026213
4336848,0.4661781132812847
4112105,0.5608803452956296
4176613,0.5437145999367673
4136572,0.4809661777007395
4277228,0.5357670969536388
3973040,0.6182859062258783
4206745,0.5295378213790555
4042223,0.41004189797153406
4345064,0.48797695417498094
4195876,0.45820539563565577
4284642,0.5403568896675875
4269473,0.4600776877014745
3980684,0.5471469957462861
4007267,0.48128932344138775
4348019,0.47985218608280933
4075738,0.5371479876040705
4367792,0.44763702281207474
4016098,0.48498911312326726
4351487,0.49810876521342623
4159212,0.5726317496327159
4186458,0.48996759073677304
4122431,0.44144266303112534
4219300,0.4719646859701888
4132713,0.5595694603803489
4292617,0.5230466956334636
4179445,0.5655789809367283
4112269,0.46736431364825265
4222675,0.47880436406996746
4053194,0.489039480537245
4338468,0.590179924656716
4236217,0.4332219151565749
3988682,0.5284781958513719
4088212,0.4962779008740403
4379289,0.5432248516198952
4201855,0.49430556999118824
4363103,0.4323384975941784
3934930,0.5447730300834129
4129715,0.48522501972540477
4069278,0.4918786108292963
4016021,0.48152888810324246
4197585,0.4456393870400626
3943632,0.46271258199652276
4309466,0.594084648672221
4001529,0.5116191489628351
4241270,0.5182802687341941
4025577,0.5190391546504577
4331889,0.500421317840369
3951263,0.4675125240258728
4317827,0.5589697895342727
4426229,0.4876489379647574
4031042,0.46591051746620576
4029495,0.4791997321376633
4353049,0.5258450923731074
4083799,0.5189018998523389
4291838,0.4514921236414317
4162163,0.5364986838888811
4038192,0.4924155526698562
4309841,0.47075656032544505
4023439,0.5155026129847383
3936361,0.5351123765319153
4155774,0.4570800123300508
4058003,0.5089922869497725
4299459,0.49082443414922483
4042448,0.5275753273959074
3989958,0.5088390988057723
4372398,0.48154084305471984
3970463,0.5290740996199816
4190756,0.511031863330906
4206856,0.5671931541869714
4322436,0.5595696796067359
4245977,0.49870008660125575
4351735,0.45852275426411093
4278344,0.502439285977698
4255959,0.42953520508936044
4010135,0.5088705185909671
4035748,0.5298373240886207
4313963,0.4736892325597057
4211087,0.5206438162371796
3959804,0.5231800577283411
4057218,0.4657946966505863
4360866,0.4979507037989899
4169883,0.5294399730721192
4049532,0.4997609987735626
