1970,"['disk', 'disc', 'floppy', 'tape', 'disks', 'rotating', 'turntable', 'discs', 'magnetic', 'cylinder']"
1980,"['disk', 'disks', 'floppy', 'disc', 'diskette', 'files', 'file', 'tape', 'bytes', 'subdirectory']"
1990,"['disk', 'floppy', 'disks', 'diskette', 'rom', 'disc', 'files', 'cd', 'bytes', 'folder']"
