1970,"['peripheral', 'vascular', 'denervated', 'reticulocytes', 'demyelination', 'spinal', 'ganglion', 'nervous', 'nerve', 'vasodilatation']"
1980,"['peripheral', 'vascular', 'autonomic', 'lymphocytes', 'nervous', 'arterial', 'mononuclear', 'cardiac', 'reticulo', 'cns']"
1990,"['peripheral', 'cns', 'parasympathetic', 'vascular', 'venous', 'arterial', 'innervating', 'intracranial', 'pns', 'leukocytes']"
