1970,"['polypropylene', 'polyethylene', 'polystyrene', 'phosphatases', 'sulfonate', 'hydroxyethyl', 'chloroethyl', 'hydroxyphenyl', 'terephthalate', 'polyvinyl']"
1980,"['polypropylene', 'polyethylene', 'transversely', 'sulfonate', 'joist', 'polyvinyl', 'polystyrene', 'sulfonic', 'trichloroethane', 'diphenyl']"
1990,"['polypropylene', 'polyethylene', 'glycerin', 'halite', 'imidazole', 'polyvinyl', 'htp', 'chloride', 'barite', 'rosin']"
