1970,"['mixer', 'blender', 'beater', 'curd', 'nonfat', 'cooked', 'vco', 'multiplexing', 'chopper', 'pedals']"
1980,"['mixer', 'beater', 'whisk', 'blended', 'yolks', 'blender', 'frothy', 'processor', 'foamy', 'butter']"
1990,"['mixer', 'whisk', 'foamy', 'blender', 'yolks', 'fluffy', 'blended', 'bowl', 'creamy', 'processor']"
