1970,"['antibody', 'antibodies', 'antigen', 'antigens', 'immune', 'poliovirus', 'immunoglobulin', 'leukocytes', 'preformed', 'immunoassay']"
1980,"['antibody', 'antibodies', 'antigen', 'monoclonal', 'antigens', 'igg', 'igm', 'immune', 'lymphocytes', 'lymphocyte']"
1990,"['antibody', 'antibodies', 'antigen', 'monoclonal', 'antigens', 'igg', 'lymphocytes', 'immunoglobulin', 'hapten', 'macrophages']"
