1980,"['monoclonal', 'antibodies', 'antibody', 'antigens', 'polyclonal', 'antigen', 'igg', 'cytotoxicity', 'vitro', 'cytotoxic']"
1990,"['monoclonal', 'antibodies', 'antibody', 'polyclonal', 'antigen', 'cytotoxic', 'vivo', 'igg', 'antigens', 'lymphocytes']"
