1980,"['diskette', 'disk', 'floppy', 'insert', 'subdirectories', 'files', 'file', 'transcribed', 'backup', 'drive']"
1990,"['diskette', 'floppy', 'disk', 'disks', 'cd', 'drive', 'folders', 'formatted', 'rom', 'filename']"
