1970,"['ram', 'sewak', 'manohar', 'shri', 'singh', 'amar', 'narasimha', 'shofar', 'fakhruddin', 'dixit']"
1980,"['ram', 'munshi', 'niwas', 'vilas', 'mirdha', 'singh', 'shri', 'shofar', 'naidu', 'manohar']"
1990,"['ram', 'atma', 'naik', 'deva', 'vilas', 'munshi', 'drams', 'shri', 'disk', 'shofar']"
