patent_id,score
4339986,0.22595533045970345
4399079,0.2570342659940815
4290781,0.3677561592584225
4301433,0.27393137123244166
4148799,0.35836546147478027
4195552,0.3253552492360904
4086204,0.313359585823887
4215015,0.3126462634368525
4067452,0.29734379684582785
4030528,0.2976840460872265
4372044,0.2736980461186879
4137802,0.26423345834810213
4025446,0.4004173480820001
4292589,0.2773573224069075
4360712,0.36422368303040314
4155380,0.34550550623474313
4309418,0.3118257934775466
4206452,0.338243095019814
4522468,0.2918746685414235
3967732,0.29184342551983156
4228657,0.39126575219257104
4345964,0.30768348396907275
4017888,0.4304381875972502
4411978,0.2829621548901199
3992298,0.19286107160665877
4047805,0.44431858503249433
4217235,0.33819164328601825
4098992,0.3642576821751627
4044197,0.3556201857198875
4134399,0.28634363635315546
4285228,0.2627066023305936
4301017,0.24616607313748678
4247413,0.40297626510466783
3993548,0.3992496191630197
4132614,0.3253379801848973
4053530,0.41854580838003985
4057144,0.26386924226258485
4327618,0.37039359444186476
4217493,0.39854475152843943
4384739,0.3745997793641482
4333607,0.2920864925798781
4245330,0.24473500567372578
3985798,0.42414430710266027
4091171,0.3914430945563206
4257101,0.38752415682876246
4059558,0.43959829594085953
4002354,0.25630863573043333
4102852,0.29431463318444345
4007665,0.2923402481777121
4316317,0.3495750195331457
4010885,0.2380771701833612
4333981,0.27474299678764735
4355340,0.2493581504609191
4008665,0.3130246001598653
4033218,0.2905684039644183
4334568,0.2897585665606391
3990762,0.2501015841543767
4184113,0.5143356639164283
4043860,0.41031781195490546
4354231,0.44157174528884396
4406948,0.2995336125328915
3960191,0.2758406086196305
3979779,0.23957384652134417
4316203,0.3361499545444504
4078733,0.3467588635699238
4080469,0.3414568753496035
4287937,0.43495581907399483
4169243,0.33855632200424324
4458132,0.284761300625529
4378807,0.282885365419468
4104361,0.3540815052650577
4006564,0.3197206474585941
4192192,0.3436760245527896
D243974,0.5519610141802812
4152386,0.3068056677995014
4273209,0.34932865561959847
3998474,0.27997119590160985
4265209,0.28153452604893536
4160666,0.2649925633205755
4281412,0.2809315673907799
4054879,0.3219513120909711
4134449,0.2503629373775591
4043919,0.3287023008597439
4391282,0.2804102281238561
4207379,0.33861143160364965
4299998,0.27792092434327875
4117863,0.3664494500810643
4079556,0.39373826051614774
4111443,0.44943702746192954
3976055,0.24536005674611874
4021787,0.3950457334835896
4336848,0.27227858762379553
4112105,0.42345173995665764
4176613,0.2851096139861402
4136572,0.3004333973793944
4277228,0.29940065395183674
3973040,0.6206293604351316
4206745,0.3366041885005352
4042223,0.30506104530546935
4345064,0.3990989192030799
4195876,0.263509685567008
4284642,0.38788845775077924
4269473,0.26278159666251405
3980684,0.42584990927107885
4007267,0.3806549043113555
4348019,0.31569262252726216
4075738,0.3138236583955458
4367792,0.3446544663864239
4016098,0.29322862568035696
4351487,0.34586690427346534
4159212,0.4277471169051033
4186458,0.16675982542371545
4122431,0.24757414711142053
4219300,0.31957358273151887
4132713,0.37833100164500244
4292617,0.3119975577676651
4179445,0.3940901530049899
4112269,0.26409888015578914
4222675,0.22169902178879664
4053194,0.30553195098814206
4338468,0.48026427913325836
4236217,0.34485704544736745
3988682,0.39743981810055684
4088212,0.2976508955097806
4379289,0.539803936953051
4201855,0.33808518923140485
4363103,0.18906932379463876
3934930,0.2504808032100687
4129715,0.37772480472743347
4069278,0.3687298493622431
4016021,0.28790930517442676
4197585,0.2957306814535032
3943632,0.27256562196632644
4309466,0.40440453029200885
4001529,0.36287515154909383
4241270,0.38136802346567517
4025577,0.37128327851035775
4331889,0.3339517066062763
3951263,0.2387557738364436
4317827,0.447693823998471
4426229,0.351069801789757
4031042,0.2983612884087062
4029495,0.2945113559069756
4353049,0.40662504476478734
4083799,0.48852041446427064
4291838,0.30913534039930596
4162163,0.344662048008568
4038192,0.39707424636993727
4309841,0.2871972320969341
4023439,0.2974822688556217
3936361,0.40343392573309206
4155774,0.4572725294871538
4058003,0.36959929312397566
4299459,0.43567157971516446
4042448,0.30522384262295654
3989958,0.4389506129100533
4372398,0.3090626596832181
3970463,0.34879222148645495
4190756,0.44007392086792885
4206856,0.4663242771501854
4322436,0.43688787610076213
4245977,0.2532894333493692
4351735,0.33984071361697143
4278344,0.3044593702622481
4255959,0.31725722445231036
4010135,0.3425789099591353
4035748,0.3565675403603512
4313963,0.32159245083223353
4211087,0.38704933671691116
3959804,0.26699762713281394
4057218,0.27753907391409355
4360866,0.49094398696018876
4169883,0.4242493360842362
4049532,0.3073807631725189
4151569,0.2306820094761473
4132876,0.2718752159163792
4015215,0.4383971736779948
3937719,0.5849842224980485
4019626,0.26603173099606414
4175029,0.37088526431123076
4245529,0.22882792171679517
4063534,0.4794028065996273
4284556,0.5170032291690733
4064932,0.3437730023970974
4151459,0.2683771807439534
4246026,0.3057376193780719
