patent_id,Unnamed: 0,Unnamed: 0.1,text
4870084,10,10,"[u'parenterally', u'phenyl', u'alkyl', u'chloro', u'comprises', u'cationic', u'fluoro', u'cn', u'mammal', u'proviso', u'cl', u'summation', u'benzoyl', u'heterocyclic', u'pharmaceutical', u'br', u'benzyl', u'methyl', u'comprise', u'individually', u'one', u'wherein', u'addition', u'integer', u'ring', u'w', u'orally', u'thereof', u'attach', u'h', u'formula', u'group', u'compound', u'accord', u'subject', u'great', u'method', u'p', u'use', u'form', u'z', u'take', u'carrier', u'administer', u'plus', u'acceptable', u'carbon', u'consist', u'select', u'composition', u'prevention', u'hydrogen', u'b', u'n', u'together', u'co', u'nitrogen', u'f', u'nine', u'claim', u'say', u'1', u'suitable', u'0', u'five', u'nausea', u'9', u'atom', u'effective', u'2', u'11', u'prevent', u'12', u'salt', u'member', u'acid', u'6', u'10', u'x', u'sum', u'six', u'treatment', u'4', u'5', u'four', u'3', u'amount']"
4459987,11,11,"[u'protrude', u'incompletely', u'compressible', u'fineness', u'polyurethane', u'abrasive', u'silicone', u'protrudes', u'0100', u'foam', u'polyethylene', u'cosmetic', u'projecting', u'particulate', u'sandwich', u'fibrous', u'bonding', u'pumice', u'rub', u'pad', u'calender', u'comprise', u'cured', u'composite', u'void', u'configuration', u'also', u'one', u'wherein', u'expose', u'initially', u'least', u'first', u'forming', u'thereto', u'thereof', u'like', u'attach', u'tough', u'essentially', u'polymer', u'intimate', u'apply', u'work', u'cure', u'method', u'use', u'form', u'passing', u'include', u'sheet', u'layer', u'excess', u'different', u'roll', u'pass', u'flexible', u'device', u'consist', u'90', u'bond', u'complete', u'human', u'contact', u'remove', u'edge', u'combine', u'onto', u'together', u'second', u'effect', u'reduction', u'uniform', u'allow', u'claim', u'say', u'apart', u'thickness', u'area', u'1', u'room', u'two', u'carry', u'step', u'adhere', u'attached', u'third', u'skin', u'2', u'space', u'opposite', u'8', u'13', u'state', u'29', u'liquid', u'define', u'prior', u'25', u'press', u'contains', u'10', u'temperature', u'surface', u'reduce', u'22', u'side', u'toward', u'20', u'approximately', u'14', u'inch', u'throughout', u'5', u'3', u'agent', u'inches', u'19', u'pour']"
4734431,12,12,"[u'substituents', u'doubly', u'mammal', u'conjugate', u'dot', u'methyl', u'bronchial', u'comprise', u'alleviate', u'spasm', u'one', u'wherein', u'double', u'ring', u'thereof', u'formula', u'compound', u'accord', u'independently', u'method', u'need', u'adjacent', u'administer', u'presence', u'specific', u'carbon', u'indicate', u'bond', u'hydrogen', u'n', u'line', u'respective', u'nitrogen', u'claim', u'1', u'0', u'position', u'two', u'2', u'determine', u'amount']"
5439826,13,13,"[u'automate', u'luminescence', u'imbue', u'reflectance', u'selectively', u'radioactivity', u'automated', u'well', u'correlate', u'detecting', u'comprise', u'performs', u'stamp', u'one', u'assay', u'wherein', u'fluorescence', u'strip', u'distinguishing', u'least', u'optical', u'particular', u'printing', u'element', u'mark', u'introducing', u'order', u'offset', u'method', u'introduce', u'sensitive', u'read', u'density', u'conduct', u'carrier', u'place', u'different', u'laser', u'individual', u'presence', u'representative', u'bottom', u'select', u'follow', u'wavelength', u'characteristic', u'among', u'claim', u'say', u'instrument', u'1', u'absence', u'two', u'measure', u'test', u'step', u'base', u'code', u'away', u'2', u'8', u'physical', u'17', u'detect', u'detection', u'center', u'perform', u'chemical', u'14', u'provide', u'heat']"
4854750,14,14,"[u'whereupon', u'interpose', u'inwardly', u'radially', u'annular', u'laterally', u'additionally', u'roller', u'comprises', u'locking', u'unitary', u'adhesive', u'clearance', u'concentric', u'screw', u'plurality', u'lock', u'thereon', u'comprise', u'rolling', u'also', u'one', u'out', u'bias', u'wherein', u'uniformly', u'least', u'first', u'ring', u'another', u'point', u'thereof', u'circumference', u'element', u'inward', u'secure', u'circular', u'bearing', u'ball', u'precisely', u'form', u'set', u'direct', u'precision', u'bear', u'substantially', u'outside', u'take', u'respect', u'place', u'longitudinal', u'rotation', u'moved', u'roll', u'locate', u'virtually', u'dispose', u'arrange', u'race', u'respective', u'second', u'spring', u'three', u'inner', u'move', u'within', u'claim', u'120', u'say', u'mean', u'thickness', u'1', u'axis', u'position', u'two', u'outer', u'size', u'assembly', u'9', u'third', u'2', u'space', u'11', u'opposite', u'12', u'member', u'along', u'force', u'support', u'surface', u'reduce', u'extend', u'approximately', u'14', u'4', u'degree', u'5', u'provide', u'3', u'portion', u'diameter']"
4592895,15,15,"[u'electromagnet', u'heater', u'crucible', u'comprises', u'sensor', u'capacitance', u'magnet', u'comprising', u'electrostatic', u'detecting', u'comprise', u'insert', u'anda', u'out', u'heating', u'crystal', u'least', u'melt', u'connect', u'coupled', u'interface', u'field', u'vertical', u'split', u'accord', u'apparatus', u'apply', u'periphery', u'correspondence', u'pull', u'single', u'seed', u'specify', u'signal', u'feed', u'respect', u'change', u'drive', u'material', u'corresponding', u'device', u'dispose', u'pulling', u'type', u'varied', u'mechanism', u'measuring', u'horizontal', u'move', u'claim', u'say', u'mean', u'system', u'vary', u'1', u'position', u'measure', u'base', u'unit', u'contain', u'space', u'opposite', u'constant', u'manner', u'magnetic', u'strength', u'detect', u'speed', u'direction', u'adapt', u'side', u'motor', u'control', u'4', u'accordance', u'level', u'amount']"
5294189,16,16,"[u'configure', u'spacer', u'selectively', u'lug', u'frictional', u'tighten', u'ax', u'coaxial', u'protruding', u'tightening', u'comprises', u'nut', u'proximate', u'bracket', u'hub', u'rotational', u'decorative', u'mounting', u'securely', u'screw', u'comprising', u'plurality', u'collectively', u'comprise', u'pas', u'bush', u'dual', u'spacing', u'one', u'selective', u'conventional', u'rim', u'wherein', u'friction', u'least', u'first', u'optional', u'thereof', u'push', u'attach', u'element', u'flat', u'may', u'peripheral', u'dimension', u'secure', u'standard', u'wheel', u'mount', u'intermediate', u'periphery', u'engaging', u'therein', u'method', u'disposed', u'end', u'generally', u'placement', u'use', u'form', u'set', u'relative', u'include', u'substantially', u'sufficient', u'hardware', u'central', u'mutual', u'resist', u'rotation', u'retain', u'individual', u'separate', u'parallel', u'vehicle', u'intersection', u'dispose', u'contact', u'hand', u'small', u'passage', u'access', u'joint', u'cooperate', u'respective', u'second', u'cause', u'leg', u'receive', u'allow', u'claim', u'legs', u'say', u'mean', u'system', u'collar', u'1', u'axis', u'outer', u'accommodate', u'size', u'opening', u'step', u'11', u'cover', u'item', u'member', u'distance', u'define', u'6', u'10', u'adapt', u'surface', u'entire', u'extend', u'20', u'15', u'engage', u'cooperation', u'14', u'portion']"
5071115,17,17,"[u'outwardly', u'retract', u'pivot', u'upwardly', u'torsion', u'knob', u'plurality', u'brace', u'stationary', u'thereon', u'simulate', u'keeper', u'anda', u'one', u'bias', u'wherein', u'shaft', u'coil', u'shock', u'another', u'whereby', u'attach', u'part', u'upright', u'standard', u'mount', u'frame', u'bar', u'great', u'end', u'use', u'front', u'include', u'around', u'additional', u'without', u'independent', u'place', u'break', u'device', u'90', u'dispose', u'handle', u'bottom', u'next', u'foot', u'hold', u'user', u'horizontal', u'spring', u'angle', u'receive', u'walk', u'claim', u'resistance', u'say', u'mean', u'arm', u'1', u'cross', u'position', u'rest', u'upper', u'extended', u'variable', u'step', u'base', u'2', u'opposite', u'exercise', u'7', u'force', u'shape', u'rear', u'low', u'support', u'floor', u'10', u'30', u'grip', u'middle', u'extend', u'pair', u'side', u'describe', u'raise', u'control', u'engage', u'range', u'motion', u'degree', u'decrease', u'provide', u'increase', u'lower', u'portion']"
4733297,18,18,"[u'weighting', u'adder', u'synthesizing', u'attenuate', u'cascade', u'synthesize', u'generates', u'comprising', u'plural', u'insert', u'scanning', u'anda', u'one', u'adaptive', u'wherein', u'least', u'first', u'connect', u'video', u'point', u'element', u'field', u'still', u'group', u'connection', u'whether', u'accord', u'apply', u'filter', u'large', u'include', u'signal', u'represent', u'feed', u'substantially', u'different', u'corresponding', u'individual', u'delay', u'processing', u'th', u'select', u'type', u'value', u'displayed', u'line', u'horizontal', u'appear', u'identifying', u'second', u'memory', u'picture', u'move', u'receive', u'associate', u'claim', u'basis', u'say', u'maximum', u'mean', u'feedback', u'spread', u'1', u'add', u'difference', u'receiving', u'9', u'generate', u'third', u'circuit', u'receives', u'manner', u'13', u'7', u'depend', u'back', u'direction', u'input', u'fourth', u'process', u'output', u'correspond', u'weight', u'motion', u'identify', u'portion']"
4342640,19,19,"[u'retort', u'ferromagnetic', u'micrometer', u'carbonaceous', u'externally', u'comprises', u'shale', u'retorted', u'plurality', u'comprise', u'residual', u'gradient', u'one', u'wherein', u'expose', u'heating', u'least', u'thereafter', u'particle', u'separation', u'field', u'migration', u'solids', u'transformation', u'fee', u'accord', u'vapor', u'single', u'feed', u'solid', u'mineral', u'iron', u'drive', u'material', u'separate', u'product', u'90', u'raw', u'dispose', u'contact', u'remove', u'fluid', u'series', u'small', u'fresh', u'second', u'cause', u'within', u'claim', u'supplied', u'say', u'1', u'oil', u'c', u'minute', u'step', u'contain', u'2', u'11', u'longer', u'12', u'state', u'magnetic', u'high', u'influence', u'17', u'liquid', u'prior', u'long', u'10', u'temperature', u'concentrate', u'process', u'reduce', u'applied', u'water', u'perform', u'weight', u'range', u'50', u'stage', u'5', u'provide', u'maintain', u'maintaining', u'3', u'heat', u'concentration', u'portion', u'diameter', u'percent']"
4675685,20,21,"[u'symmetrically', u'sid', u'conductive', u'structurally', u'rectilinear', u'align', u'insulation', u'therewith', u'radiating', u'comprises', u'electrically', u'polygon', u'contiguous', u'antenna', u'aperture', u'plurality', u'comprise', u'perimeter', u'spaced', u'coupling', u'one', u'wherein', u'reference', u'least', u'first', u'connect', u'coupled', u'upon', u'thereof', u'prescribe', u'element', u'flat', u'accord', u'periphery', u'therein', u'regular', u'distribute', u'number', u'electromagnetic', u'include', u'adjacent', u'face', u'signal', u'substantially', u'layer', u'arrangement', u'pattern', u'thereby', u'effectively', u'board', u'material', u'angular', u'separate', u'device', u'parallel', u'wave', u'vehicle', u'arrange', u'cavity', u'edge', u'n', u'respective', u'characteristic', u'prescribed', u'second', u'interior', u'three', u'lying', u'integral', u'region', u'claim', u'say', u'mean', u'apart', u'1', u'relationship', u'24', u'opening', u'9', u'couple', u'corner', u'base', u'thin', u'plane', u'radiation', u'2', u'space', u'11', u'opposite', u'open', u'manner', u'member', u'7', u'shape', u'17', u'define', u'equal', u'support', u'6', u'shaped', u'10', u'adapt', u'wall', u'21', u'pair', u'side', u'electrical', u'correspond', u'15', u'control', u'26', u'5', u'four', u'provide', u'portion']"
4660085,21,22,"[u'comparator', u'keyed', u'comprises', u'auxiliary', u'switching', u'brightness', u'capacitor', u'ac', u'periodic', u'coupling', u'receiver', u'one', u'appearing', u'time', u'mode', u'reference', u'first', u'video', u'exhibit', u'thereof', u'desired', u'broadcast', u'except', u'successive', u'render', u'blank', u'switch', u'accord', u'relate', u'desire', u'via', u'automatically', u'operating', u'responsive', u'include', u'signal', u'give', u'image', u'key', u'timing', u'operate', u'display', u'magnitude', u'device', u'network', u'representative', u'operative', u'processing', u'interval', u'next', u'dc', u'enable', u'store', u'line', u'horizontal', u'storage', u'appear', u'derive', u'second', u'path', u'containing', u'cause', u'within', u'receive', u'component', u'associate', u'claim', u'say', u'mean', u'system', u'information', u'1', u'position', u'difference', u'charge', u'9', u'couple', u'response', u'providing', u'contain', u'circuit', u'2', u'stored', u'respectively', u'develop', u'source', u'prior', u'establish', u'input', u'6', u'television', u'10', u'output', u'determine', u'sample', u'occur', u'control', u'black', u'4', u'accordance', u'provide', u'maintain', u'level', u'maintaining', u'3', u'portion']"
5124593,22,23,"[u'comparator', u'mos', u'monolithic', u'tuning', u'mo', u'utilizing', u'capacitance', u'transistor', u'capacitor', u'comprise', u'amplifier', u'also', u'one', u'wherein', u'electrode', u'reference', u'integrate', u'match', u'least', u'clock', u'first', u'connect', u'loop', u'switch', u'utilized', u'indicative', u'apply', u'method', u'filter', u'gate', u'use', u'form', u'relative', u'include', u'drain', u'close', u'signal', u'tune', u'ratio', u'integrated', u'change', u'common', u'magnitude', u'network', u'locate', u'potential', u'conductivity', u'function', u'frequency', u'value', u'follow', u'second', u'path', u'variation', u'receive', u'claim', u'resistance', u'say', u'mean', u'feedback', u'vary', u'1', u'two', u'unity', u'carry', u'charge', u'9', u'couple', u'step', u'response', u'circuit', u'effective', u'2', u'11', u'12', u'8', u'gain', u'13', u'respectively', u'implement', u'7', u'source', u'17', u'define', u'input', u'6', u'16', u'voltage', u'output', u'varies', u'determine', u'produce', u'control', u'14', u'4', u'5', u'provide', u'3']"
5025789,23,24,"[u'disintegrate', u'perpendicularly', u'obliquely', u'coincident', u'conical', u'planar', u'pivot', u'encompasses', u'annular', u'successively', u'transducer', u'calculus', u'centrally', u'concentric', u'comprising', u'flush', u'plurality', u'comprise', u'coupling', u'wherein', u'ultrasound', u'exit', u'shock', u'housing', u'propagation', u'circular', u'mount', u'always', u'sectional', u'disposed', u'form', u'relative', u'include', u'face', u'around', u'substantially', u'free', u'linear', u'tip', u'lie', u'central', u'rotation', u'different', u'operation', u'parallel', u'wave', u'consist', u'head', u'locate', u'dispose', u'title', u'arrange', u'perpendicular', u'claim', u'say', u'mean', u'normal', u'1', u'axis', u'following', u'array', u'phase', u'9', u'couple', u'generate', u'base', u'contain', u'2', u'space', u'8', u'respectively', u'7', u'source', u'direction', u'separated', u'observe', u'press', u'adapt', u'surface', u'volume', u'extend', u'patient', u'14', u'diameter']"
4796979,24,25,"[u'insulate', u'laminate', u'polystyrene', u'chiral', u'polyvinyl', u'polyester', u'laminated', u'acrylic', u'align', u'comprises', u'substrates', u'3000', u'cellulose', u'alignment', u'resin', u'urea', u'vertically', u'sio', u'thereon', u'comprise', u'melamine', u'orient', u'polarization', u'acetate', u'one', u'wherein', u'film', u'homogeneous', u'crystal', u'least', u'first', u'2000', u'chloride', u'thereof', u'substrate', u'field', u'inorganic', u'polymer', u'mutually', u'group', u'accord', u'either', u'large', u'single', u'stable', u'substantially', u'layer', u'different', u'material', u'retain', u'device', u'parallel', u'power', u'consist', u'dispose', u'select', u'type', u'b', u'42', u'organic', u'n', u'follow', u'structure', u'respective', u'second', u'effect', u'memory', u'combination', u'electric', u'molecule', u'claim', u'say', u'thickness', u'1', u'axis', u'absence', u'40', u'two', u'c', u'alcohol', u'couple', u'54', u'state', u'29', u'17', u'liquid', u'direction', u'long', u'property', u'pair', u'side', u'toward', u'20', u'15', u'control', u'4', u'50', u'provide', u'agent', u'vicinity']"
4632632,25,26,"[u'outwardly', u'delimit', u'delimiting', u'connector', u'actuator', u'operatively', u'arcuate', u'selectively', u'directional', u'align', u'therewith', u'comprises', u'adjustable', u'robot', u'manifold', u'rotational', u'rotary', u'mounting', u'stops', u'cushion', u'groove', u'cylindrical', u'alternate', u'axial', u'plurality', u'stationary', u'slide', u'comprise', u'anda', u'sleeve', u'one', u'radial', u'characterize', u'platform', u'wherein', u'reversible', u'shaft', u'least', u'first', u'connect', u'core', u'thereto', u'attach', u'adjustment', u'projection', u'repeatedly', u'come', u'mount', u'intermediate', u'block', u'engaging', u'plate', u'end', u'form', u'include', u'compensation', u'respect', u'stop', u'precise', u'drive', u'sized', u'material', u'approach', u'improvement', u'permit', u'device', u'locate', u'regardless', u'last', u'fluid', u'movement', u'passage', u'respective', u'travel', u'second', u'three', u'receive', u'associate', u'extending', u'claim', u'say', u'mean', u'mechanical', u'system', u'thickness', u'1', u'position', u'mentioned', u'outer', u'size', u'opening', u'assembly', u'9', u'communicate', u'base', u'reach', u'2', u'8', u'open', u'manner', u'member', u'along', u'source', u'compensate', u'physical', u'direction', u'define', u'land', u'support', u'surface', u'extend', u'raise', u'toward', u'engage', u'4', u'provide', u'air', u'3']"
4298362,26,27,"[u'resilient', u'displace', u'dislodge', u'rocker', u'longitudinally', u'slider', u'displacing', u'oscillatory', u'pivotal', u'actuate', u'transversely', u'cam', u'therefrom', u'horizontally', u'surround', u'comprising', u'lever', u'comprise', u'anda', u'one', u'connecting', u'wherein', u'rod', u'least', u'connect', u'suspension', u'whereby', u'row', u'assign', u'vertical', u'endless', u'median', u'offset', u'symmetry', u'filter', u'form', u'relative', u'include', u'bear', u'cylinder', u'longitudinal', u'material', u'tube', u'chain', u'dispose', u'beam', u'movement', u'perpendicular', u'horizontal', u'respective', u'contract', u'spring', u'lying', u'allow', u'claim', u'say', u'link', u'mean', u'arm', u'installation', u'1', u'axis', u'position', u'two', u'plane', u'2', u'expand', u'member', u'seat', u'define', u'collect', u'support', u'6', u'extend', u'5', u'provide']"
4738843,27,28,"[u'elution', u'ester', u'ig', u'recrystallization', u'alkyl', u'glutaraldehyde', u'igg', u'pharmaceutical', u'gallbladder', u'bonding', u'methyl', u'immunoglobulin', u'comprise', u'thus', u'prostate', u'one', u'precipitation', u'dosage', u'substance', u'wherein', u'colon', u'ingredient', u'dissolve', u'thereof', u'purification', u'group', u'compound', u'esophagus', u'accord', u'tumor', u'marrow', u'solvent', u'subject', u'method', u'bone', u'aqueous', u'use', u'g', u'form', u'healthy', u'kidney', u'breast', u'active', u'thereby', u'administer', u'reaction', u'product', u'consist', u'bond', u'human', u'select', u'composition', u'48', u'lung', u'derive', u'treat', u'claim', u'stomach', u'say', u'mean', u'normal', u'1', u'add', u'c', u'minute', u'18', u'9', u'person', u'unit', u'effective', u'2', u'11', u'8', u'cancer', u'salt', u'obtain', u'acid', u'low', u'react', u'hour', u'temperature', u'16', u'process', u'produce', u'15', u'4', u'agent', u'amount', u'solution', u'manufacture']"
