,Unnamed: 0,patent_id,scores_avg,scores_max
0,0,4127366,0.5075907177206298,0.8388557263554683
1,1,4043986,0.41385423114746495,0.7880513211660203
2,2,4170134,0.4888999043178982,0.8867461471067898
3,3,3962277,0.2802882824055115,0.8381924434102036
4,4,4325092,0.5037271121632227,0.8867461471067898
5,5,4368206,0.3795580888656405,0.8989389782716429
6,6,4043730,0.5530091190013008,0.8386088900746129
7,7,4386994,0.45120151284609,0.8867461471067898
8,8,4365389,0.513807729588189,0.8981903283406891
9,9,4383616,0.4759420675754455,0.8644542147690559
10,10,4285847,0.3362006696928576,0.8867461471067898
11,11,4149980,0.3030649886661293,0.8531279905605064
12,12,4232194,0.4767266599345339,0.8507150240075871
13,13,4271155,0.3520006063660093,0.8507150240075871
14,14,4037740,0.5330123066248154,0.8457463224862196
15,15,4216285,0.4058670727996403,0.8588306338060312
16,16,4181988,0.525988691446539,0.8355940085735952
17,17,4363104,0.5261465787630784,0.8355940085735952
18,18,4214883,0.4723592290740475,0.8867461471067898
19,19,4105788,0.3245153400728587,0.8303966515808388
20,20,4010319,0.5030086858342526,0.8867461471067898
21,21,4243836,0.5484798336197869,0.8867461471067898
22,22,4125992,0.4756641238234932,0.8588306338060312
23,23,3995676,0.494080596285217,0.8355940085735952
24,24,4652677,0.30660596169637466,0.8531279905605064
25,25,4105772,0.3100624085500259,0.7880513211660203
26,26,4101568,0.3870213779257762,0.8355940085735952
27,27,3983339,0.5781252310502188,0.8355940085735952
28,28,4284033,0.4704893785151813,0.8555467916284272
29,29,3976749,0.3839668563161597,0.8705519036662018
30,31,4212583,0.5414500119086767,0.8867461471067898
31,32,3984190,0.5071323330913075,0.8588306338060312
32,33,3934130,0.5741812218037204,0.8656279644513574
33,34,4165843,0.503881744951568,0.8867461471067898
34,35,5317314,0.4831637609684525,0.8507150240075871
35,36,4227592,0.5946144193568462,0.8981903283406891
36,37,4030651,0.4848438788900766,0.8867461471067898
37,38,4061037,0.5192783884247584,0.8355940085735952
38,39,4135122,0.5413476607434923,0.8555467916284272
39,40,4180951,0.5313762500783704,0.8867461471067898
40,41,4200429,0.5537939322247785,0.8867461471067898
41,42,4215208,0.2010892430994833,0.8614679262373732
42,43,4375672,0.4996746645332002,0.8867461471067898
43,44,3936868,0.5358862982239831,0.8355940085735952
44,45,4318151,0.4956349097002936,0.8867461471067898
45,46,4123046,0.4762507685868508,0.8222292654696051
46,47,4261037,0.5491591038138043,0.8355940085735952
47,48,4196717,0.526026325304093,0.8472192066128912
48,49,4357107,0.4565573193951857,0.8867461471067898
49,50,4207695,0.5506675603152376,0.8867461471067898
50,51,3995169,0.5581592076900491,0.8355940085735952
51,52,4083625,0.4600242033091226,0.8867461471067898
52,53,4159030,0.5175143418879012,0.8867461471067898
53,54,4261209,0.4339322341548671,0.8074666409158384
54,55,3996697,0.5668030530735614,0.8981903283406891
55,56,3965015,0.3372887612418442,0.8507150240075871
56,57,4227194,0.5041898721511389,0.8867461471067898
57,58,4179972,0.5208080582277722,0.8867461471067898
58,59,4314143,0.5359633666733042,0.8355940085735952
59,60,3975720,0.4663541682554709,0.8355940085735952
60,61,4076406,0.5030823513151497,0.8355940085735952
61,62,4312734,0.40853285939354617,0.8588306338060312
62,63,4045230,0.2500968649225474,0.8355940085735952
63,64,4137623,0.5285224484631028,0.8644542147690559
64,65,4197130,0.3803937531646094,0.9280402161938311
65,66,3952039,0.34663924135794605,0.8555467916284272
66,67,4117704,0.4830381526980326,0.8867461471067898
67,68,4168781,0.4431839634857868,0.8867461471067898
68,69,4487319,0.5791429377764564,0.8867461471067898
69,70,4027684,0.4825637357804435,0.8867461471067898
70,72,4144770,0.5236392596920313,0.8867461471067898
71,73,4259292,0.3826150445554102,0.8644542147690559
72,75,4278739,0.3614127981651719,0.8531279905605064
73,77,4003362,0.5879795589615253,0.8644542147690559
74,78,3988900,0.5743182128262005,0.8727936379715939
75,79,4012539,0.448311835879034,0.8727936379715939
76,80,4272680,0.4848787037972586,0.8588306338060312
77,81,4251516,0.32037458490471354,0.7880513211660203
78,82,4058886,0.5661181554819089,0.8359990663251473
79,83,4319398,0.5173486653295202,0.8867461471067898
