,scores_max,scores_avg
126,0.9023199539797933,0.4984474024596323
127,0.8538106257177833,0.6143965484203814
128,0.8302848528929967,0.41699091432522295
129,0.8808758364172001,0.35211791023897904
130,0.8538106257177833,0.5488029768632205
131,0.7635822384677912,0.5152074224586299
132,0.8808758364172001,0.5184230958609249
133,0.8808758364172001,0.48540737598402595
134,0.8594121114187776,0.5461780105235611
135,0.7760385619794298,0.3805992923411241
136,0.8538106257177833,0.4864967506824838
137,0.8808758364172001,0.48510097843545885
138,0.8659921466384584,0.3649539257289756
140,0.8914135117795341,0.5107946405780479
141,0.8603523402680342,0.5875836319949749
142,0.8989206837599673,0.4621546799329893
143,0.858117092963151,0.35390876679459576
144,0.8808758364172001,0.15197015174703177
147,0.8655391026169063,0.5304863443656349
148,0.8603523402680342,0.4563799846763236
149,0.8808758364172001,0.5114967659063847
150,0.8372777282398114,0.49271036955149095
151,0.8659921466384584,0.49094656343332305
152,0.8080123005370511,0.5740620800805064
154,0.8603523402680342,0.5259985593219242
155,0.8808758364172001,0.5676906920513151
156,0.8769509876600264,0.547825766457003
157,0.8538106257177833,0.5222301291534773
159,0.8808758364172001,0.5429907408514016
160,0.8538106257177833,0.45994554467054516
161,0.8126817459673013,0.48742274012045145
162,0.8603523402680342,0.44435972682455827
165,0.858117092963151,0.5299897895979409
167,0.8594121114187776,0.3932998829710774
169,0.8914135117795341,0.5236375911506002
171,0.8808758364172001,0.496631975393457
173,0.837621653598233,0.5248906626052716
174,0.9023199539797933,0.5414443236481087
175,0.8914135117795341,0.5348796721704536
176,0.8769509876600264,0.5269798860895631
177,0.8538106257177833,0.511470738276022
180,0.8808758364172001,0.5380224477023099
182,0.8914135117795341,0.49651372262223464
183,0.8538106257177833,0.38958092327750254
184,0.8536812759029037,0.4389735537908162
185,0.8808758364172001,0.4803140004303155
186,0.8808758364172001,0.5134703351153013
187,0.8480642450805365,0.3956361882018056
190,0.8603523402680342,0.5040377047686169
191,0.8603523402680342,0.45750284449123424
192,0.9079136322584911,0.26616433627831215
193,0.8207895119788684,0.5493056330102261
194,0.8808758364172001,0.422999624035676
195,0.8808758364172001,0.5086914134268056
196,0.8594121114187776,0.5203457849831449
197,0.8808758364172001,0.4435441181683616
198,0.8808758364172001,0.5292947347225134
200,0.8808758364172001,0.35537939305920646
201,0.8538106257177833,0.5696508295011729
202,0.8603523402680342,0.49693492065045447
204,0.8538106257177833,0.6097349932938976
205,0.8808758364172001,0.38455229584782197
207,0.8538106257177833,0.5328970893273023
208,0.7940640708415043,0.4416863475788896
209,0.8538106257177833,0.556214649367679
210,0.8808758364172001,0.5791290578124798
211,0.9023199539797933,0.5521017140086578
212,0.8914135117795341,0.5193866596962338
214,0.8715806268489141,0.34929722176439204
215,0.8715806268489141,0.5138483966573906
216,0.8808758364172001,0.5962703330473926
217,0.8808758364172001,0.5221540524600885
218,0.858117092963151,0.3997712926112608
219,0.8769509876600264,0.47768122419646786
221,0.8655391026169063,0.557572607375837
222,0.8808758364172001,0.4929368381073711
223,0.8538106257177833,0.4434482046602769
224,0.8813499598014378,0.43827422115377773
225,0.8808758364172001,0.5393740394195823
226,0.9023199539797933,0.5454956149333738
227,0.8538106257177833,0.48378707372578916
229,0.8538106257177833,0.5492120101396852
230,0.8808758364172001,0.4432442806265588
232,0.8538106257177833,0.5215632225499605
233,0.8808758364172001,0.4993335025354124
234,0.8538106257177833,0.5140302662863943
236,0.8603523402680342,0.5495694253817794
237,0.9023199539797933,0.5632884130316357
238,0.8538106257177833,0.5433988078279837
240,0.8307785040566618,0.3731797131580056
243,0.8808758364172001,0.47081602419429686
244,0.8808758364172001,0.5652943517685708
246,0.8843300649306187,0.4694968087116407
247,0.858117092963151,0.4575896728995614
248,0.8538106257177833,0.4126816170976238
249,0.8659921466384584,0.4507701508226894
250,0.8808758364172001,0.47108915744840535
251,0.8914135117795341,0.5419822868706108
252,0.8808758364172001,0.49704033928244534
253,0.8808758364172001,0.4744632363991542
255,0.8538106257177833,0.5563575721734346
256,0.8536812759029037,0.36358525336467934
257,0.8808758364172001,0.5598246983247741
260,0.8538106257177833,0.5032898199955422
263,0.8603523402680342,0.5221269826839033
264,0.8538106257177833,0.37081324914689384
267,0.8808758364172001,0.4992844161259868
268,0.8659921466384584,0.23736732709360583
269,0.8106102560105157,0.5402353773201369
272,0.8594121114187776,0.6119979448568357
274,0.9023199539797933,0.45895834422787235
275,0.8994394647327171,0.30483688476574666
278,0.8594121114187776,0.5554865962401945
282,0.8989206837599673,0.5476060957978839
284,0.8538106257177833,0.5325019636617269
286,0.8808758364172001,0.5155276336842328
287,0.8372777282398114,0.5191135524952666
290,0.8538106257177833,0.5393314134462468
291,0.8594121114187776,0.4068255220144325
295,0.789209263862733,0.3833038812577834
296,0.8914135117795341,0.5198322185757241
299,0.8655391026169063,0.539154399951989
301,0.8594121114187776,0.3867881162504329
302,0.8808758364172001,0.4398445451007161
304,0.8769509876600264,0.5344741884947087
305,0.7940618259199123,0.4838151732448903
306,0.811107787901783,0.4806278188498741
307,0.8808758364172001,0.37339524942077673
308,0.7682348593912649,0.2889150453892183
310,0.8808758364172001,0.4445670260703136
313,0.8536812759029037,0.334668593645095
314,0.837621653598233,0.4903948435980883
315,0.8813499598014378,0.5437942764757814
316,0.9079136322584911,0.6005435011682966
317,0.7635822384677912,0.5745392588078443
319,0.8480642450805365,0.2848569357034131
321,0.8808758364172001,0.36556975455143403
322,0.8813499598014378,0.5049038035858413
323,0.8106102560105157,0.4919850999395985
324,0.8808758364172001,0.45803196560873044
327,0.8536812759029037,0.4660086334708692
329,0.8808758364172001,0.5053603170583649
331,0.8538106257177833,0.5627966289775794
332,0.8538106257177833,0.5082010886837626
334,0.8914135117795341,0.43854372794020424
335,0.8989206837599673,0.3995716322505253
339,0.9079136322584911,0.48427648563707004
340,0.8808758364172001,0.5181242835294393
341,0.8808758364172001,0.5124076691774287
343,0.8808758364172001,0.5533576241448545
345,0.8538106257177833,0.5670796542964404
346,0.8813499598014378,0.6227699239502592
349,0.846268910541317,0.5208052757156508
352,0.8914135117795341,0.5293498198186379
353,0.8594121114187776,0.5158695884194191
354,0.8538106257177833,0.41022312131739774
355,0.9023199539797933,0.521530927947852
356,0.7630113143136876,0.4555979144430547
358,0.8538106257177833,0.4321704164778928
360,0.9023199539797933,0.49229042221177804
361,0.8538106257177833,0.4326938182163148
363,0.8536812759029037,0.4075725566373782
366,0.8538106257177833,0.5204963867006976
368,0.8914135117795341,0.5536490779308771
369,0.8538106257177833,0.4722066099352069
372,0.8538106257177833,0.5127520591872164
373,0.8808758364172001,0.6204736451591892
374,0.8594121114187776,0.3897748191557567
376,0.8307785040566618,0.5881580501421986
377,0.8538106257177833,0.1736346296329224
378,0.8715806268489141,0.5527429176715171
379,0.8808758364172001,0.5158580184112936
381,0.7940640708415043,0.5265240181222716
382,0.8594121114187776,0.4290176464027611
384,0.8480642450805365,0.4264595002209038
387,0.8538106257177833,0.5403044176150937
389,0.81285068187288,0.5378612193989439
390,0.8808758364172001,0.5350474212763535
393,0.8655391026169063,0.45251682664224946
394,0.8538106257177833,0.5314356139135824
396,0.8538106257177833,0.5778767024448158
399,0.8302848528929967,0.341643913852958
400,0.7837766480561368,0.299940240804917
402,0.8808758364172001,0.4978166551189119
405,0.8808758364172001,0.5862692384352478
406,0.8594121114187776,0.23645910843677434
408,0.8538106257177833,0.4760771106671072
410,0.858117092963151,0.32351546554363037
417,0.8594121114187776,0.537557444746738
421,0.8538106257177833,0.4235350420057557
422,0.8813499598014378,0.6029933192665322
423,0.8808758364172001,0.5489963449233812
424,0.8655391026169063,0.5178048689336375
425,0.9671619857846503,0.5165582345304044
426,0.8538106257177833,0.5757164732326335
428,0.8538106257177833,0.4608368271922913
429,0.8538106257177833,0.2689843851878083
431,0.8538106257177833,0.4356024657023128
432,0.8808758364172001,0.53092998677419
434,0.8538106257177833,0.49853275783686457
436,0.8359035133999876,0.32559246982494544
437,0.8808758364172001,0.6113867457437454
438,0.8813499598014378,0.6056417999484803
439,0.8655391026169063,0.553946223819788
446,0.8538106257177833,0.4539230726613753
449,0.8808758364172001,0.24516284737225852
451,0.8538106257177833,0.3054835350827226
452,0.8538106257177833,0.4108385687887351
454,0.8659921466384584,0.4878214569376202
457,0.8538106257177833,0.41816700648268074
459,0.8538106257177833,0.2976296358447847
460,0.8538106257177833,0.4930370093552681
461,0.8769509876600264,0.3448493981725154
466,0.8989206837599673,0.30479273579871463
468,0.8808758364172001,0.541739239608851
470,0.8808758364172001,0.5774968898216315
473,0.8659921466384584,0.6050304369537937
474,0.8655391026169063,0.5679771174368043
477,0.84286147683647,0.4907442247283958
480,0.8538106257177833,0.3420610445424882
481,0.8813499598014378,0.6052984146383589
483,0.8914135117795341,0.45667936649555957
485,0.8538106257177833,0.5299217169356295
486,0.8808758364172001,0.4976620665003797
489,0.8307785040566618,0.44418269747735695
490,0.8538106257177833,0.3729184015570777
491,0.8808758364172001,0.5375117921233217
492,0.8808758364172001,0.46719424370922996
494,0.8659921466384584,0.6002105149360608
496,0.9023199539797933,0.5597675364031741
497,0.8808758364172001,0.48473019087488634
498,0.8769509876600264,0.46626179607244717
499,0.8538106257177833,0.3356416895121317
502,0.8359035133999876,0.37690053665849754
504,0.8808758364172001,0.5262998945839834
505,0.874540714811029,0.4939492866678794
508,0.8808758364172001,0.5882468771748839
510,0.8603523402680342,0.5363819542463271
511,0.8813499598014378,0.4308746950527024
512,0.8538106257177833,0.4009023756702165
513,0.8655391026169063,0.5492865073447937
514,0.8538106257177833,0.34887615766046776
519,0.8594121114187776,0.3373251947991733
521,0.8536812759029037,0.37366241359408325
522,0.8538106257177833,0.3513251262211188
523,0.8655391026169063,0.5077924510883335
525,0.8655391026169063,0.5156435390573532
531,0.8914135117795341,0.542854164574678
532,0.8808758364172001,0.5719129292612131
534,0.8914135117795341,0.49365004768479415
536,0.8594121114187776,0.5054465610029942
538,0.8603523402680342,0.431186463969094
539,0.7837766480561368,0.3544956771446466
543,0.8538106257177833,0.5569824248086033
544,0.8603523402680342,0.5269230567520458
545,0.8808758364172001,0.515400740101564
549,0.8538106257177833,0.3270209145509446
550,0.8659921466384584,0.524901158298083
552,0.8914135117795341,0.6138374449633706
554,0.8808758364172001,0.5051402158142868
555,0.8808758364172001,0.5263188309937193
558,0.8594121114187776,0.3813923781479772
563,0.8536812759029037,0.34240768268502947
564,0.8538106257177833,0.3644294594612017
565,0.8538106257177833,0.5768541612342422
568,0.8808758364172001,0.466929506194946
570,0.8357638139431381,0.20159447676646064
572,0.8769509876600264,0.564114318367465
573,0.8538106257177833,0.5260550856503633
581,0.8769509876600264,0.5205475145505346
583,0.8594121114187776,0.37030972602808215
585,0.8275806275836977,0.3532867064443202
590,0.846268910541317,0.49004821481655114
591,0.7851959589385252,0.36169609115736473
593,0.8603523402680342,0.4389240005022439
595,0.8594121114187776,0.3743214580409919
598,0.7635822384677912,0.4743113734029949
600,0.858117092963151,0.23953772358473593
602,0.8538106257177833,0.345557659800003
603,0.8603523402680342,0.574197805600176
612,0.8538106257177833,0.5396212325036291
613,0.8536812759029037,0.4461935241918959
618,0.8914135117795341,0.6163576768490538
619,0.8808758364172001,0.5119149142224023
621,0.8813499598014378,0.5325582237432619
633,0.8538106257177833,0.5371399302521308
637,0.8655391026169063,0.298942953558475
639,0.8914135117795341,0.5588104228825944
641,0.8808758364172001,0.5406630467628606
643,0.8603523402680342,0.3229257074217369
645,0.8655391026169063,0.5218467622916625
646,0.8808758364172001,0.5408830001415484
651,0.8594121114187776,0.5122520777141703
652,0.8603523402680342,0.5956512560907207
655,0.8594121114187776,0.5272461724619091
657,0.8808758364172001,0.5127391052157986
661,0.8655391026169063,0.5339680425186883
662,0.8808758364172001,0.5840080179667285
663,0.8480642450805365,0.2508448051477514
665,0.8538106257177833,0.5094780686353122
669,0.811107787901783,0.2500797390941341
670,0.8538106257177833,0.44210655919822445
671,0.8655391026169063,0.3171111097694746
676,0.8808758364172001,0.4898876375415814
677,0.8914135117795341,0.4798285024948189
681,0.8808758364172001,0.6042650485328422
683,0.8808758364172001,0.589414416730805
684,0.8722660465755347,0.46048522628803384
685,0.8655391026169063,0.5533988108329757
687,0.8808758364172001,0.5162310677717344
688,0.8655391026169063,0.40497606691232196
690,0.7635822384677912,0.5816056276774121
692,0.8808758364172001,0.4630176785521985
695,0.8914135117795341,0.5678239820619055
698,0.8655391026169063,0.5186211928258212
706,0.7837766480561368,0.32367368955113907
707,0.8538106257177833,0.3192214829516773
711,0.8538106257177833,0.4481369826641864
713,0.8302848528929967,0.5651126273636461
718,0.8538106257177833,0.4369949261170241
719,0.9023199539797933,0.5939825642369668
720,0.8538106257177833,0.2799295976917077
724,0.8538106257177833,0.5593448566603026
725,0.8937211214594771,0.6454645347856868
728,0.8538106257177833,0.4955859459254923
732,0.8769509876600264,0.5205071042848551
735,0.8808758364172001,0.37605291093226295
737,0.8603523402680342,0.4697309361205408
740,0.858117092963151,0.2860469559044181
742,0.7635822384677912,0.4976771746470437
743,0.8538106257177833,0.44249997879066494
744,0.8655391026169063,0.4707081741528901
747,0.8603523402680342,0.6015406069623694
753,0.8808758364172001,0.5159694795815402
754,0.8655391026169063,0.5318202886995864
759,0.8914135117795341,0.5915683110794988
760,0.8538106257177833,0.5082363529844828
761,0.8603523402680342,0.4404275151567682
765,0.8538106257177833,0.4935941948508264
766,0.8715806268489141,0.5434073404188772
769,0.8914135117795341,0.5772771846722728
771,0.8808758364172001,0.516441096437048
773,0.7885308380181898,0.17945139050764444
774,0.8808758364172001,0.4764549379101525
775,0.8538106257177833,0.57261548413436
776,0.8594121114187776,0.3101125659960843
779,0.811107787901783,0.35344613278366843
782,0.8538106257177833,0.5324895153350929
785,0.8914135117795341,0.4772342307525444
786,0.8655391026169063,0.46832378292270155
792,0.8538106257177833,0.3603977708772878
795,0.8808758364172001,0.5284554726612398
797,0.8655391026169063,0.5121393176891
798,0.8538106257177833,0.4015588207693971
799,0.8538106257177833,0.5761548541968304
800,0.8808758364172001,0.5203060793516672
802,0.8808758364172001,0.5789448468246381
803,0.8808758364172001,0.48339310903986127
805,0.8808758364172001,0.5866102318126288
807,0.8538106257177833,0.5665135247686303
809,0.8655391026169063,0.49607241927942114
812,0.8808758364172001,0.5056307713054519
815,0.8538106257177833,0.5113397035295997
816,0.8808758364172001,0.43345498036299546
818,0.869301708572424,0.1280148615496888
821,0.8538106257177833,0.612397545825332
827,0.8594121114187776,0.4943080330420956
828,0.858117092963151,0.5078524219682502
829,0.8808758364172001,0.5298403987295185
831,0.871473905700429,0.4201686565226876
834,0.811107787901783,0.3895816714334095
838,0.837621653598233,0.5534334312855446
839,0.9023199539797933,0.5394334387728348
844,0.8538106257177833,0.5152660372496348
854,0.8715806268489141,0.3862064667816994
857,0.8808758364172001,0.4430732815265182
859,0.8538106257177833,0.41973114762492236
860,0.8808758364172001,0.5925069333194073
862,0.8914135117795341,0.547198058991582
863,0.8408034740870327,0.5439806672769973
865,0.8594121114187776,0.4230865435352194
871,0.8808758364172001,0.5116306813754132
875,0.8536812759029037,0.501747986169917
876,0.8538106257177833,0.3515980729036433
881,0.8808758364172001,0.5139055256185393
884,0.8538106257177833,0.39705311057376336
886,0.8538106257177833,0.451902527365112
888,0.8536812759029037,0.30583225149729903
893,0.846268910541317,0.545447761722364
895,0.8538106257177833,0.37666427701867633
902,0.8808758364172001,0.6218130173945677
906,0.8538106257177833,0.46542661269754976
907,0.8536812759029037,0.44707907388955903
908,0.8808758364172001,0.5214098992416231
909,0.8808758364172001,0.5578604938319052
913,0.8808758364172001,0.5509166252551665
914,0.8813499598014378,0.46948687427837216
917,0.8715806268489141,0.3395386940201637
919,0.8808758364172001,0.5470412719656169
920,0.8843300649306187,0.6555891555030382
924,0.8808758364172001,0.5222692409271226
925,0.8603832218208725,0.460222275189732
936,0.8914135117795341,0.48770698736343493
937,0.8594121114187776,0.5366450086399297
939,0.8914135117795341,0.5177754127698029
940,0.8538106257177833,0.3736821947885939
941,0.8248567586457302,0.39347538107630525
942,0.7635822384677912,0.5778657182386944
950,0.8808758364172001,0.5376637123684357
951,0.8887097901284216,0.41586804567375946
959,0.8914135117795341,0.47135604680771914
963,0.811107787901783,0.484058675969918
965,0.8808758364172001,0.5259956493430165
966,0.8594121114187776,0.5699922691246903
971,0.7635822384677912,0.5259142406714321
973,0.8603523402680342,0.37583607166583705
981,0.8914135117795341,0.5240408580127174
984,0.8594121114187776,0.2968514802879401
991,0.8914135117795341,0.3758300600527352
995,0.8538106257177833,0.547966417403882
1002,0.789209263862733,0.3530609957954188
1003,0.8914135117795341,0.38577310349947463
1005,0.8302848528929967,0.29824981434116477
1006,0.8914135117795341,0.5853813949925872
1007,0.8808758364172001,0.5015466124530406
1008,0.846268910541317,0.44603306808229026
1010,0.8659921466384584,0.6447715294260012
1017,0.8538106257177833,0.4186019681872851
1026,0.8538106257177833,0.5000024727567569
1032,0.8808758364172001,0.5476938100802268
1034,0.8538106257177833,0.43478225994579256
1041,0.8131490349942161,0.44514513860758237
1042,0.8236410487504866,0.5113939126755538
1043,0.8914135117795341,0.6093048205001419
1046,0.8594121114187776,0.5255840963271509
1056,0.8715806268489141,0.283603133012312
1060,0.8808758364172001,0.5252979243430357
1061,0.8647868513050236,0.46317964642703086
1068,0.8659921466384584,0.28272672689043615
1071,0.8808758364172001,0.5089149560016094
1076,0.858117092963151,0.5907572550827072
1087,0.8302848528929967,0.5250116332454007
1089,0.811107787901783,0.5608006933286436
1091,0.8808758364172001,0.3676825700340314
1094,0.8538106257177833,0.5469474253096008
1101,0.8480642450805365,0.34571096420849967
1108,0.8538106257177833,0.2781010825946642
1111,0.8603523402680342,0.5738461926324474
1112,0.8808758364172001,0.5531595632452243
1114,0.8769509876600264,0.4088017573888227
1123,0.8538106257177833,0.320070278539689
1124,0.8989206837599673,0.5086079293808042
1125,0.8808758364172001,0.5302606048545914
1128,0.8538106257177833,0.5679988785732974
1131,0.8808758364172001,0.33151236559854
1136,0.846268910541317,0.5102715319932646
1137,0.8538106257177833,0.551828591723162
1138,0.8538106257177833,0.4991840652267735
1140,0.8655391026169063,0.4683502155757127
1144,0.8659921466384584,0.6206424509452746
1145,0.8538106257177833,0.295900815188266
1150,0.8538106257177833,0.454371766051339
1153,0.8538106257177833,0.5648210324416557
1155,0.8538106257177833,0.31014279117257126
1158,0.8538106257177833,0.5709314205898884
1164,0.9023199539797933,0.5835037007296201
1168,0.8603523402680342,0.5950753211748976
1169,0.8538106257177833,0.4306202603621479
1170,0.837621653598233,0.5080843371744913
1174,0.8538106257177833,0.5778498031029581
1177,0.8536812759029037,0.32280869188659567
1178,0.8538106257177833,0.5472424068259405
1185,0.8594121114187776,0.5706527612416152
1187,0.8594121114187776,0.3294212196522689
1190,0.874540714811029,0.49078917231579733
1192,0.8808758364172001,0.4354126242547325
1199,0.8538106257177833,0.4559742250472083
1205,0.8989206837599673,0.4900549014136263
1211,0.8808758364172001,0.4523608805897702
1218,0.8808758364172001,0.4249689845680312
1219,0.8594121114187776,0.374820027905788
1220,0.7864454632312016,0.43845163136847254
1224,0.8594121114187776,0.30283298139168224
1233,0.8808758364172001,0.3874074724070329
1234,0.7635822384677912,0.5892013731786682
1239,0.8715806268489141,0.4786665738603112
1240,0.8808758364172001,0.45959630196504153
1257,0.8914135117795341,0.47122502858443116
1259,0.8808758364172001,0.5196601771122604
1264,0.8914135117795341,0.4433226760059722
1266,0.8124740978036846,0.54266003175145
1268,0.8655391026169063,0.5864642163391866
1271,0.8655391026169063,0.49618307092896535
1273,0.8538106257177833,0.4768023735025524
1277,0.8859000580482727,0.46392423895046414
1284,0.8808758364172001,0.5037796594360877
1289,0.8538106257177833,0.5463385074677176
1290,0.8106102560105157,0.5829193413669495
1291,0.8603523402680342,0.5763719062991922
1294,0.8989206837599673,0.4957051596883813
1303,0.8536812759029037,0.5467529852426674
1304,0.8603523402680342,0.568678538294329
1306,0.8482503519597964,0.44630576965982227
1314,0.8989206837599673,0.24147459417207134
1316,0.8655391026169063,0.4614437113372725
1320,0.8808758364172001,0.5027834146445209
1326,0.8536812759029037,0.5648919452988144
1331,0.8536812759029037,0.4343398369687687
1333,0.8655391026169063,0.5282198993876405
1334,0.8538106257177833,0.32812870957016993
1335,0.8359035133999876,0.41090697186384834
1369,0.8808758364172001,0.47909823907484583
1370,0.8538106257177833,0.48490567693143144
1375,0.8655391026169063,0.5216154714945485
1376,0.8655391026169063,0.5365365534343675
1379,0.8538106257177833,0.48746428108393935
1387,0.8408034740870327,0.6004450914912451
1394,0.8655391026169063,0.5838974552586299
1407,0.8808758364172001,0.599987777433044
1408,0.8538106257177833,0.5253572675363408
1414,0.8655391026169063,0.5477365056211236
1417,0.8843300649306187,0.5070254670834351
1425,0.8408034740870327,0.49454400741052945
1426,0.858117092963151,0.5020683661432098
1431,0.8914135117795341,0.44512086869223944
1436,0.8603523402680342,0.5521332699203687
1437,0.8538106257177833,0.5392616061380958
1447,0.8538106257177833,0.4864894276590707
1451,0.8914135117795341,0.5227302922257175
1457,0.8603523402680342,0.5826795354717593
1458,0.8538106257177833,0.41998129055249783
1463,0.8655391026169063,0.5783696118340632
1464,0.8808758364172001,0.441857823346805
1472,0.8603523402680342,0.5393356598121437
1476,0.8808758364172001,0.47025852620451375
1478,0.9023199539797933,0.57083779906442
1485,0.8808758364172001,0.31398489551155956
1487,0.8538106257177833,0.4988618730422326
1493,0.8359035133999876,0.5610391703209872
1503,0.8808758364172001,0.5567177495193739
1507,0.8808758364172001,0.43067210185138843
1512,0.8106102560105157,0.38142263542023874
1516,0.8536812759029037,0.39298376187116046
1521,0.8813499598014378,0.538429723475883
1529,0.8302848528929967,0.5949429774693756
1530,0.8538106257177833,0.40037561497471985
1535,0.7635822384677912,0.5313818748437444
1543,0.8808758364172001,0.5296615326916625
1549,0.8594121114187776,0.5292781016918978
1565,0.8536812759029037,0.5275899722996715
1566,0.8302848528929967,0.5570331208594447
1568,0.8538106257177833,0.4820153544831489
1569,0.8808758364172001,0.48425434313131643
1570,0.8914135117795341,0.2739620255966475
1575,0.858117092963151,0.5056241337071383
1577,0.8594121114187776,0.5035096217489825
1579,0.8538106257177833,0.4936207252957528
1582,0.8594121114187776,0.4395426087611339
1583,0.8594121114187776,0.5585241765931851
1626,0.9023199539797933,0.540134756081816
1633,0.8808758364172001,0.5932356099480827
1650,0.8538106257177833,0.5278167909826152
1655,0.8538106257177833,0.4995960594514526
1665,0.8808758364172001,0.44234909492414737
1667,0.8914135117795341,0.5676359544756642
1675,0.874540714811029,0.5172698541623283
1678,0.8808758364172001,0.4878018798110467
1679,0.7635822384677912,0.5454112274050831
1701,0.8538106257177833,0.47593269661751103
1704,0.7420531532909551,0.2217668113896541
1705,0.8538106257177833,0.5643308554040598
1718,0.8914135117795341,0.600195211207858
1730,0.8808758364172001,0.6002459744047962
1733,0.8603523402680342,0.5324445448813439
1751,0.8808758364172001,0.5637889741628739
1753,0.8808758364172001,0.5884567811983611
1762,0.8808758364172001,0.1935700222783961
1764,0.7635822384677912,0.5796122179459152
1765,0.8359035133999876,0.38752219034144086
1774,0.8808758364172001,0.3305779530379857
1783,0.789209263862733,0.38037766157492897
