2000,"['disk', 'infrared', 'antenna', 'lcd', 'molecule', 'fragment', 'ngc', 'grainy', 'bead', 'glows']"
1980,"['disk', 'generator', 'brake', 'platforms', 'torpedo', 'revolving', 'lever', 'cone', 'hangar', 'muck']"
1990,"['disk', 'radius', 'orbital', 'voyager', 'floppy', 'eyepiece', 'compression', 'interstellar', 'equator', 'uranus']"
